session_id,label,outcome,problem_id,item_id,perturbation_type,difficulty,n_windows,max_delta_h1,max_xi_h1,max_negative_balance_h1,max_delta_h2,max_xi_h2,max_negative_balance_h2,max_delta_h4,max_xi_h4,max_negative_balance_h4,max_delta_h8,max_xi_h8,max_negative_balance_h8,max_delta_h16,max_xi_h16,max_negative_balance_h16,max_delta_full,max_xi_full,max_negative_balance_full
cocc-00046-6ddd1a5974,0,PASS,2844,2844:clean_control,clean_control,easy,5,0.1208600432509695,0.007322539848807086,-0.19267746015119291,0.1208600432509695,0.013982528514400846,-0.18601747148559916,0.12740370010105262,0.02701169171809289,-0.17298830828190712,,,,,,,0.12740370010105262,0.03255805801885949,-0.1674419419811405
cocc-00047-d62a614ff2,0,PASS,2847,2847:clean_control,clean_control,easy,6,0.11129379509910424,0.006742950172919322,-0.1932570498270807,0.11129379509910424,0.012969517463729624,-0.1870304825362704,0.12244163281496094,0.0239462708430941,-0.17605372915690592,,,,,,,0.1518196378554778,0.036575151862258196,-0.16342484813774183
cocc-00048-a97b0e0328,1,FAIL,2848,2848:clean_control,clean_control,medium,32,0.014354371095794361,0.0008696873799329514,-0.19913031262006706,0.07859574662590907,0.0055788712492249645,-0.19442112875077505,0.07859574662590907,0.005928635513425131,-0.1940713644865749,0.07859574662590907,0.009250842027069255,-0.19074915797293077,0.13691191802994518,0.036890321783199904,-0.1631096782168001,0.24074224129667227,0.07142776930077162,-0.1285722306992284
cocc-00049-14dc6841ac,1,FAIL,2849,2849:clean_control,clean_control,hard,32,0.01233522759419902,0.000747353659431216,-0.1992526463405688,0.01233522759419902,0.0008055920618191247,-0.19919440793818088,0.0423182398966566,0.005397934712042051,-0.19460206528795795,0.0783553575596213,0.014810953623760267,-0.18518904637623973,0.18870619222041238,0.044272048004382676,-0.15572795199561734,0.18870619222041238,0.05765311107735995,-0.14234688892264005
cocc-00050-0a7a262035,1,FAIL,2850,2850:clean_control,clean_control,medium,32,0.10450972225302574,0.00633192397752516,-0.19366807602247485,0.10450972225302574,0.008650284656706846,-0.19134971534329318,0.10450972225302574,0.01236235443463528,-0.18763764556536472,0.10450972225302574,0.019329479299628284,-0.18067052070037173,0.14341487158584593,0.049706164336687085,-0.15029383566331292,0.29443422295703287,0.07893883309755705,-0.12106116690244297
cocc-00051-b94280daf2,1,FAIL,2856,2856:clean_control,clean_control,medium,32,0.027848077066569225,0.0016872296959977145,-0.1983127703040023,0.11685909032242965,0.008665139981426465,-0.19133486001857355,0.11685909032242965,0.013069414518159258,-0.18693058548184074,0.13927953474058488,0.02577528428383876,-0.17422471571616124,0.13927953474058488,0.047650410130344566,-0.15234958986965544,0.13927953474058488,0.055616941106874214,-0.1443830588931258
cocc-00052-3141d381a8,1,FAIL,2857,2857:clean_control,clean_control,easy,32,0.09874805266775206,0.005982842064272677,-0.19401715793572732,0.09874805266775206,0.005982842064272677,-0.19401715793572732,0.09874805266775206,0.011051982002462785,-0.18894801799753722,0.2241987464783503,0.02396589163327425,-0.17603410836672576,0.2241987464783503,0.03582287989120332,-0.1641771201087967,0.2241987464783503,0.05364917709852495,-0.14635082290147505
cocc-00053-799b3b1834,1,FAIL,2866,2866:clean_control,clean_control,easy,32,0.0033080526571620645,0.00020042477854919245,-0.1997995752214508,0.024102416918451778,0.0016485732749622654,-0.19835142672503775,0.05749593960144367,0.006166913098955614,-0.1938330869010444,0.16010594674829953,0.03020619850257543,-0.16979380149742457,0.16010594674829953,0.06048341805819361,-0.1395165819418064,0.16010594674829953,0.08198934870300051,-0.1180106512969995
cocc-00054-635a182456,1,FAIL,2867,2867:clean_control,clean_control,medium,32,0.04517526189246991,0.0027370307546638545,-0.19726296924533615,0.04517526189246991,0.00482735181855885,-0.19517264818144117,0.04517526189246991,0.00627416397864309,-0.19372583602135693,0.05560710534776123,0.011406231118647263,-0.18859376888135274,0.1438638400384298,0.029927493575751835,-0.17007250642424818,0.1438638400384298,0.0376065397195226,-0.1623934602804774
cocc-00055-375eec078a,1,FAIL,2869,2869:clean_control,clean_control,medium,32,0.014784398253804577,0.0008957414083438158,-0.1991042585916562,0.026002645559204816,0.0024168918330801144,-0.1975831081669199,0.09219249574052182,0.009086183705592586,-0.19091381629440743,0.09874023385651419,0.01840560253508397,-0.18159439746491604,0.12788051738604203,0.032177822384691745,-0.16782217761530827,0.15242412098722663,0.05715708041328524,-0.14284291958671477
cocc-00056-d4fbc0aa59,1,FAIL,2870,2870:clean_control,clean_control,easy,32,0.07625205133830214,0.0046198782447773295,-0.19538012175522268,0.07625205133830214,0.00712417982382685,-0.19287582017617316,0.1161326961110962,0.01737466439731795,-0.18262533560268207,0.14695572725883962,0.026620188906627,-0.17337981109337303,0.14695572725883962,0.04652044475948268,-0.15347955524051732,0.14695572725883962,0.058359801928357484,-0.14164019807164252
cocc-00057-6d8a2f325a,1,FAIL,2872,2872:clean_control,clean_control,medium,32,0.0046117564112038625,0.00027941219600515865,-0.19972058780399485,0.031315326465222525,0.0021597831843605812,-0.19784021681563943,0.11093538288455211,0.01447391716156694,-0.18552608283843308,0.11093538288455211,0.01447391716156694,-0.18552608283843308,0.11093538288455211,0.031812937695411464,-0.16818706230458855,0.12248011376701658,0.05026703804910815,-0.14973296195089186
cocc-00058-7e079af4ce,0,PASS,2873,2873:clean_control,clean_control,medium,32,0.01412599334669966,0.000855850671593751,-0.19914414932840627,0.04515969774727363,0.0035400850714893415,-0.19645991492851067,0.05699099249235741,0.007419035512657738,-0.19258096448734227,0.07887523190819906,0.014808856941562013,-0.185191143058438,0.14757391183972857,0.04285407096101586,-0.15714592903898417,0.14757391183972857,0.07602238434195446,-0.12397761565804555
cocc-00059-6d62ddb329,0,PASS,2876,2876:clean_control,clean_control,easy,4,0.12772609348428102,0.007738532803012251,-0.19226146719698775,0.12772609348428102,0.014375351248744419,-0.1856246487512556,0.12772609348428102,0.027298627169283787,-0.17270137283071624,,,,,,,0.12772609348428102,0.027298627169283787,-0.17270137283071624
cocc-00060-9871f38168,1,FAIL,2877,2877:clean_control,clean_control,medium,32,0.01650901427692637,0.0010002306110075691,-0.19899976938899244,0.07440722988098505,0.0054477358648289224,-0.1945522641351711,0.1459777237451844,0.01726755679798131,-0.1827324432020187,0.16445870674099974,0.028470242866604267,-0.17152975713339574,0.18940920987490897,0.03730544168287838,-0.16269455831712162,0.18940920987490897,0.05318784871376963,-0.14681215128623037
cocc-00061-d89098cab4,0,PASS,2881,2881:clean_control,clean_control,easy,5,0.12718836342993223,0.007705953385986114,-0.1922940466140139,0.12718836342993223,0.014344693313875678,-0.18565530668612434,0.12718836342993223,0.025910324878918332,-0.17408967512108167,,,,,,,0.1276555303877558,0.03207475525411226,-0.16792524474588774
cocc-00062-8eccf2427c,1,FAIL,2882,2882:clean_control,clean_control,medium,32,0.0011735725065456135,7.110316373791084e-05,-0.1999288968362621,0.01010117601717081,0.0006787945576851113,-0.1993212054423149,0.011256748439210864,0.0017444703585939303,-0.19825552964140608,0.11245405011002793,0.018694703079314357,-0.18130529692068564,0.13428543583398977,0.03558508346916698,-0.16441491653083304,0.198236101241271,0.052522671865693135,-0.14747732813430686
cocc-00063-ededb38644,1,FAIL,2883,2883:clean_control,clean_control,medium,32,0.12496181728368493,0.007571053774480532,-0.19242894622551948,0.12496181728368493,0.010755520605141115,-0.1892444793948589,0.12496181728368493,0.014373336152962296,-0.18562666384703772,0.14699926085636447,0.03872593251939156,-0.16127406748060846,0.14699926085636447,0.06568092699774078,-0.13431907300225923,0.14699926085636447,0.08649766964747242,-0.11350233035252759
