session_id,label,outcome,problem_id,item_id,perturbation_type,difficulty,n_windows,max_delta_h1,max_xi_h1,max_negative_balance_h1,max_delta_h2,max_xi_h2,max_negative_balance_h2,max_delta_h4,max_xi_h4,max_negative_balance_h4,max_delta_h8,max_xi_h8,max_negative_balance_h8,max_delta_h16,max_xi_h16,max_negative_balance_h16,max_delta_full,max_xi_full,max_negative_balance_full
cocc-00064-cfd5869891,1,FAIL,2884,2884:clean_control,clean_control,hard,32,0.03778000557098977,0.002288974824436091,-0.1977110251755639,0.03778000557098977,0.004248750735516036,-0.19575124926448398,0.05869202509325657,0.010500315336692196,-0.18949968466330783,0.3172605656699847,0.032877539205223585,-0.16712246079477644,0.3172605656699847,0.035874403504631495,-0.1641255964953685,0.3172605656699847,0.046435328972886145,-0.15356467102711385
cocc-00065-413583b258,1,FAIL,2886,2886:clean_control,clean_control,easy,32,0.044535884099304215,0.002698292812470866,-0.19730170718752915,0.044535884099304215,0.004408936121051107,-0.1955910638789489,0.04896244609080247,0.008510459537935725,-0.1914895404620643,0.1573003901080567,0.026410626912656953,-0.17358937308734307,0.1573003901080567,0.04465990120140172,-0.15534009879859828,0.33533433993912715,0.07808513234802095,-0.12191486765197906
cocc-00066-faf0cd180c,1,FAIL,2888,2888:clean_control,clean_control,medium,32,0.0368874177068046,0.0022348956595752505,-0.19776510434042477,0.11402435517211325,0.009007876621176879,-0.19099212337882313,0.11402435517211325,0.011213880407261841,-0.18878611959273817,0.11402435517211325,0.02158702242081618,-0.17841297757918384,0.12414155018747179,0.04205510682017259,-0.1579448931798274,0.12414155018747179,0.05964723847613866,-0.14035276152386134
cocc-00067-88b6e8e3cc,1,FAIL,2891,2891:clean_control,clean_control,medium,32,0.023795581427207283,0.0014417013972470294,-0.19855829860275298,0.0842850382455015,0.006460925443194289,-0.19353907455680572,0.0842850382455015,0.009069439385316153,-0.19093056061468386,0.132220499227199,0.02043141239344495,-0.17956858760655506,0.132220499227199,0.03893367088018904,-0.16106632911981097,0.132220499227199,0.054214029834574504,-0.1457859701654255
cocc-00068-732aa84e41,1,FAIL,2892,2892:clean_control,clean_control,easy,32,0.07136196525182939,0.004323602906219509,-0.1956763970937805,0.07136196525182939,0.006985530702261022,-0.193014469297739,0.07136196525182939,0.013105533619564047,-0.18689446638043597,0.12077346078962513,0.028527560584029873,-0.17147243941597012,0.13429309088589642,0.052291560116015226,-0.1477084398839848,0.13429309088589642,0.0651912487130645,-0.1348087512869355
cocc-00069-3432f85fc0,1,FAIL,2893,2893:clean_control,clean_control,medium,32,0.16082090714005898,0.009743646199174593,-0.19025635380082542,0.37877622487114176,0.032102199862954116,-0.1678978001370459,0.37877622487114176,0.032621816469601835,-0.16737818353039818,0.37877622487114176,0.03561302944668973,-0.16438697055331028,0.37877622487114176,0.05078311972935462,-0.1492168802706454,0.37877622487114176,0.0939064598381959,-0.10609354016180411
cocc-00070-8c07513fdd,1,FAIL,2902,2902:clean_control,clean_control,easy,32,0.00741506122860217,0.00044925584889155055,-0.19955074415110846,0.00741506122860217,0.0008013308119402633,-0.19919866918805976,0.017111807177685807,0.002582329400617441,-0.19741767059938256,0.07258289012676931,0.009540201100995526,-0.1904597988990045,0.07779909321960975,0.02111231633110601,-0.17888768366889402,0.11566090080527482,0.04577104652930853,-0.1542289534706915
cocc-00071-6c7cc06d30,1,FAIL,2915,2915:clean_control,clean_control,medium,32,0.0437875084575642,0.002652951024472839,-0.19734704897552718,0.064010391122338,0.0063704103936081165,-0.1936295896063919,0.07513206030166988,0.012535967351191606,-0.1874640326488084,0.12967401575205129,0.03072240480722807,-0.16927759519277194,0.12967401575205129,0.06043219957325774,-0.13956780042674227,0.12967401575205129,0.06994151302795887,-0.13005848697204114
cocc-00072-30fe36f007,1,FAIL,2916,2916:clean_control,clean_control,medium,32,0.019815698171125357,0.0012005724604010942,-0.19879942753959892,0.019815698171125357,0.0021738518282590756,-0.19782614817174093,0.07988020766955,0.007670124780745591,-0.19232987521925443,0.08303665359003025,0.017228407630419787,-0.18277159236958024,0.11763563337124942,0.029418640336918322,-0.1705813596630817,0.11763563337124942,0.05093909542878702,-0.149060904571213
cocc-00073-58ed2235f4,0,PASS,2917,2917:clean_control,clean_control,easy,6,0.10578471463971038,0.006409171861170519,-0.1935908281388295,0.11551032613455382,0.013019276642109279,-0.18698072335789073,0.12773354786151145,0.026181453910209818,-0.1738185460897902,,,,,,,0.1565715637835876,0.04026479893986451,-0.1597352010601355
cocc-00074-af6d297ddd,1,FAIL,2919,2919:clean_control,clean_control,hard,32,0.015415935878568104,0.0009340043387462903,-0.19906599566125371,0.04018479842763349,0.003312089734730894,-0.1966879102652691,0.052323925542698074,0.00722824518243253,-0.19277175481756748,0.052323925542698074,0.00722824518243253,-0.19277175481756748,0.12211468403095044,0.02958646155086839,-0.17041353844913162,0.12211468403095044,0.03997452320767908,-0.16002547679232093
cocc-00075-3b35f015d3,1,FAIL,2920,2920:clean_control,clean_control,medium,32,0.05276433409844918,0.0031968293957115174,-0.19680317060428848,0.05276433409844918,0.0035489063345109117,-0.1964510936654891,0.13132946744920765,0.01129073916442586,-0.18870926083557416,0.13132946744920765,0.020394055733732624,-0.1796059442662674,0.13132946744920765,0.03427854213721416,-0.16572145786278586,0.13132946744920765,0.03427854213721416,-0.16572145786278586
cocc-00076-08da762404,1,FAIL,2921,2921:clean_control,clean_control,hard,32,0.11556862196724109,0.007001948839862396,-0.19299805116013763,0.11556862196724109,0.011570667537352131,-0.18842933246264787,0.11556862196724109,0.019934726759612182,-0.18006527324038782,0.13351047270930694,0.038998221539482236,-0.16100177846051777,0.13351047270930694,0.057116356160930144,-0.14288364383906987,0.13351047270930694,0.07091879531265934,-0.1290812046873407
cocc-00077-58e91daba6,1,FAIL,2952,2952:clean_control,clean_control,hard,32,0.022588016516115465,0.0013685387378300586,-0.19863146126216996,0.10873229916142715,0.007873380146723568,-0.19212661985327645,0.10873229916142715,0.01748160353141815,-0.18251839646858187,0.11938061103533203,0.028408809787976316,-0.17159119021202368,0.21052016835646953,0.05690220745541617,-0.14309779254458382,0.21052016835646953,0.07161271232570912,-0.1283872876742909
cocc-00078-353a50ce82,1,FAIL,2954,2954:clean_control,clean_control,medium,32,0.0107773593513643,0.000652967194057708,-0.1993470328059423,0.031980756819318945,0.0025510220162760547,-0.19744897798372396,0.06740095066606513,0.010029177771807563,-0.18997082222819245,0.11478682096890615,0.02365847425535287,-0.17634152574464715,0.1270220923129769,0.04971825710614638,-0.15028174289385363,0.1270220923129769,0.06791571627463042,-0.1320842837253696
cocc-00079-b4580c908b,0,PASS,2955,2955:clean_control,clean_control,easy,5,0.11859922873662757,0.007185564021836269,-0.19281443597816375,0.11859922873662757,0.013479804932925199,-0.18652019506707482,0.12138735118832533,0.025129951654659196,-0.1748700483453408,,,,,,,0.12990235319191334,0.03147779056547811,-0.1685222094345219
cocc-00080-3b812284d9,0,PASS,2977,2977:clean_control,clean_control,easy,8,0.12748606596408002,0.007723990270722796,-0.19227600972927722,0.12748606596408002,0.014075993424614509,-0.1859240065753855,0.12748606596408002,0.024250464910203984,-0.17574953508979602,0.16196747445872642,0.05062891384531649,-0.14937108615468353,,,,0.16196747445872642,0.05062891384531649,-0.14937108615468353
cocc-00081-d404824bd9,1,FAIL,2998,2998:clean_control,clean_control,easy,32,0.05045605584717369,0.0030569778862924693,-0.19694302211370754,0.05045605584717369,0.005628761167530104,-0.1943712388324699,0.07940125043785244,0.01169459120161783,-0.18830540879838217,0.09947052340182992,0.025785823021253634,-0.1742141769787464,0.14952090931412723,0.055266733532267874,-0.14473326646773213,0.14952090931412723,0.06302400542640856,-0.13697599457359144
cocc-00082-d93df07556,1,FAIL,3017,3017:clean_control,clean_control,hard,32,0.027229453828174585,0.0016497492087109743,-0.19835025079128904,0.027229453828174585,0.0020019377277462683,-0.19799806227225375,0.06762508879586988,0.00799061772593369,-0.19200938227406633,0.14692764285975526,0.01640838654059907,-0.18359161345940095,0.14692764285975526,0.032386049552070625,-0.16761395044792937,0.14692764285975526,0.05651530939370387,-0.14348469060629615
cocc-00083-5125be9729,1,FAIL,3018,3018:clean_control,clean_control,medium,32,0.06694644548956477,0.004056080087737326,-0.19594391991226268,0.06694644548956477,0.0071600122195309805,-0.19283998778046904,0.06694644548956477,0.008818227226031814,-0.1911817727739682,0.07614412147631175,0.017953437962512725,-0.1820465620374873,0.13911209634621297,0.037096886897656944,-0.16290311310234307,0.13911209634621297,0.04420222486078615,-0.15579777513921386
cocc-00084-9e9b4d34b1,1,FAIL,3019,3019:clean_control,clean_control,easy,32,0.029601842989809744,0.0017934850018289546,-0.19820651499817105,0.029601842989809744,0.0021918306831932486,-0.19780816931680675,0.04246120004816935,0.005240442757592352,-0.19475955724240765,0.09498819735854608,0.018581981551645872,-0.18141801844835415,0.12252317755715013,0.038764703125221914,-0.1612352968747781,0.21698410737469398,0.05679845931917757,-0.14320154068082244
cocc-00085-9eeafa47fb,1,FAIL,3024,3024:clean_control,clean_control,hard,32,0.009632429276568544,0.000583599387533095,-0.1994164006124669,0.16583273755112207,0.010595538541577718,-0.1894044614584223,0.16583273755112207,0.011388606484830617,-0.1886113935151694,0.16583273755112207,0.02200677541132352,-0.1779932245886765,0.16583273755112207,0.028126170513049914,-0.1718738294869501,0.1964780708793273,0.04674761768945895,-0.15325238231054106
cocc-00086-56f8fd8103,1,FAIL,3025,3025:clean_control,clean_control,hard,32,0.030458177040129725,0.001845367659146373,-0.19815463234085365,0.032066008972149604,0.003676343756113778,-0.19632365624388623,0.032066008972149604,0.005016924412589416,-0.1949830755874106,0.05543403747090503,0.008472741595172457,-0.19152725840482757,0.08258313974833226,0.019427588375657518,-0.18057241162434248,0.09064414412467048,0.03854143556976372,-0.1614585644302363
cocc-00087-a63b7a116d,1,FAIL,3031,3031:clean_control,clean_control,medium,32,0.059172265986908244,0.0035850663625331116,-0.1964149336374669,0.059172265986908244,0.006327789215292539,-0.19367221078470748,0.059172265986908244,0.007207670131440148,-0.19279232986855988,0.133661731395333,0.022815773910907562,-0.17718422608909246,0.133661731395333,0.033746627977094844,-0.16625337202290516,0.1724381386985025,0.0502970789447503,-0.1497029210552497
cocc-00088-d4cea92d1a,1,FAIL,3032,3032:clean_control,clean_control,hard,32,0.10882375652220319,0.006593298100812327,-0.19340670189918768,0.10882375652220319,0.011254273068993995,-0.18874572693100602,0.1434033245064835,0.019757524157262132,-0.1802424758427379,0.15890843030255344,0.03207985569379514,-0.1679201443062049,0.15890843030255344,0.039535547123875595,-0.16046445287612443,0.23018706002719205,0.06596852105467176,-0.13403147894532824
cocc-00089-3ed5448e88,1,FAIL,3033,3033:clean_control,clean_control,medium,32,0.12160051336186097,0.007367402664904166,-0.19263259733509586,0.12160051336186097,0.012889715136200693,-0.18711028486379933,0.12160051336186097,0.02370446496231022,-0.1762955350376898,0.132972300500718,0.041083154761397844,-0.15891684523860217,0.1432604742027799,0.06239638932010589,-0.13760361067989413,0.1432604742027799,0.06868684520565418,-0.13131315479434583
cocc-00090-f1a166a067,0,PASS,3034,3034:clean_control,clean_control,easy,5,0.11608937984959015,0.007033499964969666,-0.19296650003503035,0.11608937984959015,0.013198171110189418,-0.1868018288898106,0.1228609949221476,0.026061943636545046,-0.17393805636345497,,,,,,,0.1228609949221476,0.0292165713666985,-0.1707834286333015
cocc-00091-e36cea5518,1,FAIL,3044,3044:clean_control,clean_control,easy,32,0.059743065309775224,0.003619649345253764,-0.19638035065474624,0.059743065309775224,0.004680400224719299,-0.1953195997752807,0.060796122554724934,0.008092379364863263,-0.19190762063513675,0.07688656140327772,0.015303990623539276,-0.18469600937646075,0.14032513139282762,0.043343853552605685,-0.15665614644739434,0.1608246368498985,0.05226529514034483,-0.14773470485965517
cocc-00092-4f1fdc24d5,1,FAIL,3045,3045:clean_control,clean_control,easy,32,0.004706287893041021,0.00028513956895737563,-0.19971486043104264,0.004706287893041021,0.0003039439608726614,-0.19969605603912735,0.12574989033741368,0.00917297719650673,-0.19082702280349328,0.12574989033741368,0.019857529112290464,-0.18014247088770954,0.12574989033741368,0.03360221387014214,-0.16639778612985787,0.12574989033741368,0.03665382187415289,-0.16334617812584712
cocc-00093-acf62f786d,1,FAIL,3047,3047:clean_control,clean_control,hard,32,0.005910280903323412,0.000358085817844369,-0.19964191418215566,0.005910280903323412,0.0005780314691249358,-0.19942196853087507,0.10004999609077031,0.00708608933560973,-0.1929139106643903,0.1340528112864489,0.018535888177616925,-0.1814641118223831,0.14455213249890506,0.046213466282616765,-0.15378653371738324,0.14455213249890506,0.06504408521058849,-0.13495591478941152
cocc-00094-f3fd9443f7,0,PASS,3055,3055:clean_control,clean_control,easy,7,0.10548606197819689,0.0063910774111268125,-0.1936089225888732,0.10548606197819689,0.011348898923782475,-0.18865110107621755,0.11448750565784732,0.020184071668518384,-0.17981592833148163,,,,,,,0.1625488872891142,0.0427872910190186,-0.1572127089809814
cocc-00095-88a239118c,1,FAIL,3080,3080:clean_control,clean_control,medium,4,0.7315880750032957,0.04432468074663483,-0.1556753192533652,0.7654374554019633,0.08801469512907739,-0.11198530487092262,0.7654374554019633,0.15531815342233785,-0.044681846577662165,,,,,,,0.7654374554019633,0.15531815342233785,-0.044681846577662165
cocc-00096-323a296cb6,1,FAIL,3081,3081:clean_control,clean_control,medium,32,0.030639514387146852,0.0018563543335996706,-0.19814364566640033,0.06572217163549855,0.005725788594835848,-0.19427421140516415,0.09847282557927564,0.012725367989525645,-0.18727463201047437,0.09847282557927564,0.01961803015115435,-0.18038196984884566,0.10027055824547207,0.027250476455488684,-0.17274952354451134,0.11096964458291722,0.042985168821014004,-0.15701483117898601
cocc-00097-fb538292e8,0,PASS,3093,3093:clean_control,clean_control,easy,5,0.1292977983050047,0.007833757584261195,-0.19216624241573882,0.1292977983050047,0.014464761486338986,-0.18553523851366102,0.1292977983050047,0.02632318453657037,-0.17367681546342964,,,,,,,0.1292977983050047,0.028881379547757553,-0.17111862045224246
cocc-00098-84bc87ffaf,1,FAIL,3094,3094:clean_control,clean_control,medium,32,0.05042650265778658,0.0030551873490634106,-0.1969448126509366,0.05042650265778658,0.004181722678865626,-0.19581827732113438,0.05042650265778658,0.0068587923874258265,-0.1931412076125742,0.10753568841044099,0.01651717954364677,-0.18348282045635325,0.13514642195597215,0.032337704211305024,-0.167662295788695,0.13514642195597215,0.04201500594735923,-0.15798499405264077
cocc-00099-fdbe41696f,1,FAIL,3104,3104:clean_control,clean_control,medium,32,0.008741258602782935,0.0005296060858979739,-0.19947039391410204,0.06006207278763165,0.004136495906514755,-0.19586350409348527,0.12240124356189731,0.012164505560948844,-0.18783549443905118,0.12240124356189731,0.02479721912583999,-0.17520278087416002,0.13257411998207833,0.05180042704029162,-0.1481995729597084,0.13257411998207833,0.06765053036098563,-0.1323494696390144
cocc-00100-7b49e874ac,1,FAIL,3141,3141:clean_control,clean_control,medium,32,0.12895666444857554,0.007813089328729523,-0.1921869106712705,0.12895666444857554,0.013401991067638269,-0.18659800893236175,0.12895666444857554,0.024615637602863845,-0.17538436239713617,0.12950296891421498,0.04166741705652334,-0.15833258294347669,0.12950296891421498,0.0653850859994027,-0.13461491400059733,0.12950296891421498,0.06950997361577671,-0.1304900263842233
cocc-00101-b10b195529,1,FAIL,3150,3150:clean_control,clean_control,medium,32,0.03998967480382479,0.0024228519154488614,-0.19757714808455115,0.03998967480382479,0.004316421052469651,-0.19568357894753036,0.09382735235356339,0.010408312370521264,-0.18959168762947876,0.12542753701847462,0.02257224359546103,-0.17742775640453898,0.12542753701847462,0.029876599454790452,-0.17012340054520955,0.12542753701847462,0.04922738049782342,-0.15077261950217657
cocc-00102-8ea3a59f52,1,FAIL,3151,3151:clean_control,clean_control,medium,32,0.07141246240572935,0.004326662374110945,-0.19567333762588907,0.07141246240572935,0.0057598439145236015,-0.1942401560854764,0.07141246240572935,0.009153289269807387,-0.19084671073019263,0.13427461858527487,0.0248546519464304,-0.1751453480535696,0.13427461858527487,0.04070683998416072,-0.1592931600158393,0.13427461858527487,0.06029676281559236,-0.13970323718440764
cocc-00103-9ad4b5f102,1,FAIL,3153,3153:clean_control,clean_control,hard,32,0.0013478490662832815,8.166204671582047e-05,-0.1999183379532842,0.038339732585043335,0.0023996013632990813,-0.19760039863670092,0.04990253610998983,0.005619269935790003,-0.19438073006421,0.14226734253622592,0.024772452172497825,-0.1752275478275022,0.14226734253622592,0.03917220093149039,-0.16082779906850964,0.14226734253622592,0.06086352390971134,-0.13913647609028867
cocc-00104-07e9a41a95,1,FAIL,3164,3164:clean_control,clean_control,easy,32,0.03845139800058251,0.0023296524353953346,-0.19767034756460466,0.058182523624770895,0.005713606833833058,-0.19428639316616694,0.06420771848412173,0.008960191791313653,-0.19103980820868635,0.10673344877565692,0.01605524391984197,-0.18394475608015803,0.16274243828898227,0.032435951964766105,-0.1675640480352339,0.16274243828898227,0.043652799690189155,-0.15634720030981086
cocc-00105-6946f7e6bd,1,FAIL,3166,3166:clean_control,clean_control,medium,32,0.006050285287815937,0.0003665682546934556,-0.19963343174530657,0.02472163405664193,0.0018421670966097714,-0.19815783290339023,0.17543091400974625,0.0142999758593514,-0.18570002414064862,0.17543091400974625,0.02359523795116075,-0.17640476204883926,0.17888102648791618,0.03977349572692597,-0.16022650427307406,0.17888102648791618,0.04831716264740772,-0.1516828373525923
cocc-00106-f3e8df8671,1,FAIL,3171,3171:clean_control,clean_control,medium,32,0.04889138359924483,0.002962179187089706,-0.1970378208129103,0.11472207155482912,0.009733368765946639,-0.19026663123405338,0.11472207155482912,0.00973988420618853,-0.19026011579381147,0.11472207155482912,0.013227206825615014,-0.186772793174385,0.11597500307399539,0.03434889125960994,-0.16565110874039007,0.11597500307399539,0.05571560267086938,-0.14428439732913062
cocc-00107-866fda3b24,0,PASS,3172,3172:clean_control,clean_control,easy,6,0.11145702016757567,0.006752839479890067,-0.19324716052010996,0.11145702016757567,0.012639627879809667,-0.18736037212019035,0.11838132164643866,0.024782862691036158,-0.17521713730896385,,,,,,,0.1533354940746822,0.03881619476739993,-0.1611838052326001
cocc-00108-111122a17e,1,FAIL,3174,3174:clean_control,clean_control,medium,32,0.02826472091756415,0.0017124728708270956,-0.1982875271291729,0.05653063634044166,0.0050337374976412485,-0.19496626250235877,0.18032916770659047,0.016797051719978754,-0.18320294828002126,0.18032916770659047,0.028391513429556363,-0.17160848657044364,0.18032916770659047,0.04149748213826865,-0.15850251786173136,0.18032916770659047,0.04149748213826865,-0.15850251786173136
cocc-00109-fe679f029f,0,PASS,3176,3176:clean_control,clean_control,easy,32,0.02958907390797194,0.001792711362269718,-0.1982072886377303,0.02958907390797194,0.0030991092366509116,-0.1969008907633491,0.10569058327606914,0.00963958701675991,-0.1903604129832401,0.1307823625558762,0.023395580746116102,-0.1766044192538839,0.1430034526848618,0.053756458078606316,-0.1462435419213937,0.1430034526848618,0.07563271927837201,-0.124367280721628
cocc-00110-89b1c30ddf,1,FAIL,3183,3183:clean_control,clean_control,easy,32,0.05398575017433945,0.0032708312547800916,-0.19672916874521992,0.05398575017433945,0.004285945068632478,-0.19571405493136754,0.05398575017433945,0.005706912941226874,-0.19429308705877313,0.06019559407672027,0.009613354227503344,-0.19038664577249667,0.14344932193719792,0.0356184964750815,-0.1643815035249185,0.14344932193719792,0.057455160737321195,-0.1425448392626788
cocc-00111-ef08ed83f5,1,FAIL,3184,3184:clean_control,clean_control,hard,32,0.019705077735776518,0.0011938703070330683,-0.19880612969296693,0.028692183392673428,0.002859908874688137,-0.19714009112531186,0.07741598690741479,0.01007862400108609,-0.18992137599891393,0.16181697327002628,0.02995282245685746,-0.17004717754314255,0.16181697327002628,0.04273877576671531,-0.1572612242332847,0.16181697327002628,0.04958920436700838,-0.15041079563299165
cocc-00112-126e8a04a5,1,FAIL,3188,3188:clean_control,clean_control,easy,32,0.06454095762436612,0.00391033894554559,-0.1960896610544544,0.12702010659002824,0.01136918270486945,-0.18863081729513057,0.12702010659002824,0.015033558025532572,-0.18496644197446743,0.12702010659002824,0.022364972140028777,-0.17763502785997123,0.12702010659002824,0.040475383121300806,-0.1595246168786992,0.12702010659002824,0.05588736010353029,-0.14411263989646972
cocc-00113-f12c0d097b,1,FAIL,3190,3190:clean_control,clean_control,medium,32,0.12144896469398879,0.007358220795283093,-0.19264177920471692,0.12144896469398879,0.008090782291463665,-0.19190921770853633,0.12144896469398879,0.008701492732639253,-0.19129850726736075,0.12144896469398879,0.01970469417469764,-0.18029530582530237,0.19355525788276975,0.04799061621234839,-0.1520093837876516,0.19355525788276975,0.05429315717434,-0.14570684282566002
cocc-00114-19d9ea1d8f,1,FAIL,3192,3192:clean_control,clean_control,medium,32,0.009644092837552952,0.0005843060469698286,-0.1994156939530302,0.03481959545793237,0.002658517376074293,-0.19734148262392573,0.12987120744655248,0.014943170693286871,-0.18505682930671313,0.12987120744655248,0.02585585613674438,-0.17414414386325563,0.1731449977882854,0.03508278421712992,-0.1649172157828701,0.1731449977882854,0.051818412249569346,-0.14818158775043067
cocc-00115-c4cc389bdc,1,FAIL,3193,3193:clean_control,clean_control,easy,32,0.031901909555014,0.0019328389903398092,-0.1980671610096602,0.031901909555014,0.0025750517921208156,-0.1974249482078792,0.06550573878823361,0.009882261949402147,-0.19011773805059787,0.13071123948538024,0.02694609250881112,-0.1730539074911889,0.13071123948538024,0.034792811426755464,-0.16520718857324454,0.1318085366627166,0.04704938402850401,-0.152950615971496
cocc-00116-818e9a9a70,0,PASS,3194,3194:clean_control,clean_control,easy,4,0.13378421136086954,0.008105575610269679,-0.19189442438973034,0.13378421136086954,0.014720130577823941,-0.18527986942217606,0.13378421136086954,0.027569185475668487,-0.1724308145243315,,,,,,,0.13378421136086954,0.027569185475668487,-0.1724308145243315
cocc-00117-316a511790,1,FAIL,3195,3195:clean_control,clean_control,medium,32,0.01060377557819275,0.0006424502848959634,-0.19935754971510405,0.013263451923006169,0.0014071181183751653,-0.19859288188162486,0.04372523533828915,0.006308972880799441,-0.19369102711920058,0.13525847597211127,0.023221658793616824,-0.1767783412063832,0.13525847597211127,0.025301188544262398,-0.17469881145573762,0.13525847597211127,0.043707057347447946,-0.15629294265255206
cocc-00118-867bd528cc,1,FAIL,3196,3196:clean_control,clean_control,hard,32,0.0999674068098046,0.006056718997085341,-0.19394328100291466,0.0999674068098046,0.010928787733061019,-0.189071212266939,0.0999674068098046,0.013450552776596826,-0.1865494472234032,0.12795514081695653,0.025322610084457943,-0.17467738991554208,0.12795514081695653,0.039108840727988106,-0.16089115927201192,0.12795514081695653,0.04804068572008892,-0.1519593142799111
cocc-00119-0316dbc3ab,1,FAIL,3199,3199:clean_control,clean_control,easy,32,0.07343828349877743,0.0044494006694265845,-0.19555059933057342,0.07343828349877743,0.00729386828170497,-0.19270613171829504,0.07389088060646742,0.011351097037720652,-0.18864890296227935,0.12341928320481353,0.025734375698486744,-0.17426562430151327,0.12341928320481353,0.04919653886420296,-0.15080346113579707,0.12341928320481353,0.06452553080647364,-0.13547446919352638
cocc-00120-0903e50441,1,FAIL,3200,3200:clean_control,clean_control,medium,32,0.04375893181104739,0.0026512196529853236,-0.1973487803470147,0.04375893181104739,0.004457496488367274,-0.19554250351163274,0.04375893181104739,0.005769344671825936,-0.19423065532817407,0.04375893181104739,0.009354454020535433,-0.1906455459794646,0.19399563572672535,0.040856580371075306,-0.1591434196289247,0.19399563572672535,0.051655615899759186,-0.1483443841002408
cocc-00121-39da9c1dd8,1,FAIL,3203,3203:clean_control,clean_control,hard,32,0.17559397096065013,0.010638700888925262,-0.18936129911107474,0.17559397096065013,0.011111512966405373,-0.18888848703359465,0.17559397096065013,0.015808546838947064,-0.18419145316105295,0.17559397096065013,0.02332697144885728,-0.17667302855114272,0.17559397096065013,0.03723932461873136,-0.16276067538126865,0.20987299921866548,0.07159177078392631,-0.1284082292160737
cocc-00122-70663cd689,1,FAIL,3206,3206:clean_control,clean_control,easy,6,0.131498072001217,0.00796706542848677,-0.19203293457151324,0.131498072001217,0.01458995488050946,-0.18541004511949055,0.131498072001217,0.021445193441948625,-0.1785548065580514,,,,,,,0.131498072001217,0.028995261988946638,-0.17100473801105337
cocc-00123-13de16d37e,1,FAIL,3211,3211:clean_control,clean_control,hard,32,0.06389333857661163,0.003871101690978492,-0.19612889830902153,0.06389333857661163,0.006349664461757117,-0.1936503355382429,0.0864385654096961,0.012590641648350788,-0.18740935835164924,0.12611461436440363,0.02852570202423201,-0.171474297975768,0.12611461436440363,0.04219022908879853,-0.1578097709112015,0.12611461436440363,0.04852891867581852,-0.1514710813241815
cocc-00124-12c093f88a,1,FAIL,3213,3213:clean_control,clean_control,medium,32,0.02093033746980741,0.0012681050415759751,-0.19873189495842403,0.02093033746980741,0.002434533089562852,-0.19756546691043717,0.12386284326226633,0.013734760314953213,-0.1862652396850468,0.1424795103846227,0.02468562541037599,-0.175314374589624,0.1424795103846227,0.028126411036186842,-0.17187358896381316,0.1424795103846227,0.03729587339764984,-0.16270412660235017
cocc-00125-156900e4ce,1,FAIL,3219,3219:clean_control,clean_control,medium,32,0.010126249655455043,0.000613518451810117,-0.1993864815481899,0.03534023247187992,0.0027175036928384754,-0.19728249630716155,0.05120718746993948,0.007371132114482103,-0.19262886788551792,0.16568894466517256,0.024631531638152303,-0.17536846836184772,0.16568894466517256,0.044638282239802124,-0.1553617177601979,0.16568894466517256,0.05409022378559617,-0.14590977621440385
cocc-00126-020fdb6c97,1,FAIL,3220,3220:clean_control,clean_control,easy,32,0.026677276239445984,0.001616294459826868,-0.19838370554017315,0.026677276239445984,0.0028904874106811442,-0.19710951258931886,0.08905633546846123,0.010851409994570333,-0.1891485900054297,0.12351902935365344,0.025045362349936984,-0.17495463765006303,0.12351902935365344,0.039062577138206454,-0.16093742286179355,0.12351902935365344,0.048226255587596405,-0.1517737444124036
cocc-00127-4ea3cfa1ba,0,PASS,3221,3221:clean_control,clean_control,easy,20,0.15373088898186127,0.009314083714372553,-0.19068591628562745,0.15373088898186127,0.015009994589583832,-0.1849900054104162,0.15373088898186127,0.022412723023765967,-0.17758727697623405,0.15373088898186127,0.037941437417746124,-0.16205856258225387,0.23660060707147293,0.069114782359715,-0.13088521764028502,0.23660060707147293,0.08086056352285646,-0.11913943647714355
cocc-00128-d61d495e78,1,FAIL,3225,3225:clean_control,clean_control,medium,32,0.05096949815683025,0.003088085783256535,-0.19691191421674348,0.06344032648552024,0.006744643199750575,-0.19325535680024944,0.06344032648552024,0.010895642077604026,-0.189104357922396,0.09391273555952329,0.026208259121070332,-0.17379174087892968,0.11825745299718941,0.046387367978927625,-0.1536126320210724,0.12449567245188968,0.06654190989162843,-0.13345809010837156
cocc-00129-c43950d4f7,0,PASS,3226,3226:clean_control,clean_control,easy,11,0.08065985015956013,0.004886933275091723,-0.1951130667249083,0.11547342657728471,0.01158703019846967,-0.18841296980153033,0.12171800138080054,0.024185189038380326,-0.1758148109616197,0.16453817381159613,0.049650120764845776,-0.15034987923515425,,,,0.16453817381159613,0.06435274179911434,-0.1356472582008857
cocc-00130-927d35a693,0,PASS,3227,3227:clean_control,clean_control,easy,9,0.1151547916736437,0.00697687612985833,-0.19302312387014167,0.1172788048960719,0.013659732159569376,-0.18634026784043065,0.1172788048960719,0.024321316607164314,-0.1756786833928357,0.16440037444542113,0.049500576534776436,-0.15049942346522358,,,,0.16440037444542113,0.055273861500865745,-0.14472613849913427
